#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
295,Mon Sep 14 21:53:12 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
296,Mon Sep 14 21:53:19 PDT 2020,76,0,FactoriesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
297,Mon Sep 14 21:53:45 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
298,Mon Sep 14 21:53:46 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
299,Mon Sep 14 21:54:11 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
300,Mon Sep 14 21:54:12 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
301,Mon Sep 14 21:54:15 PDT 2020,76,0,FactoriesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
302,Mon Sep 14 21:54:16 PDT 2020,76,0,A1GeneralStyleSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
303,Mon Sep 14 21:54:19 PDT 2020,76,0,A1ModularitySuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
304,Mon Sep 14 21:54:22 PDT 2020,76,0,RequiredClassesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
305,Tue Sep 15 08:17:36 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
306,Tue Sep 15 08:17:50 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
307,Tue Sep 15 08:25:53 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
308,Tue Sep 15 08:25:56 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
309,Tue Sep 15 08:30:27 PDT 2020,71,-5,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse PrintGeneratedCombinationDerivedSafetyTest- UtilityJavaDocs UtilityTesterMainTest- , ,
310,Tue Sep 15 08:31:26 PDT 2020,76,5,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest+ PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest+ ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
311,Tue Sep 15 08:31:29 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
